neuron,category,formula,threshold
317,(object-X OR object-X OR object),(computer-X OR television-X OR fireplace),5.3
318,(scene CLOSE (object OR object)),(kitchen-s CLOSE (stove OR oven)),5.8
319,(object-X OR object-X OR object-X),(plane-X OR fountain-X OR carousel-X),4.5
320,(scene OR object OR scene),(cemetery-s OR hovel OR oast house-s),3.8
321,(scene OR scene OR object-X),(ball pit-s OR orchard-s OR ice-X),3.3
322,(scene OR object-X OR part-X),(garage-indoor-s OR court-X OR garage door-X),4.8
323,((object-X OR object-X) CLOSE TO object-X),((mountain-X OR signboard-X) CLOSE TO sky-X),3.8
324,((object CLOSE object-X) OR scene),((person CLOSE tree-X) OR beer garden-s),3.2
325,((object-X CLOSE TO object-X) OR object-X),((bed-X CLOSE TO painting-X) OR fireplace-X),5.0
326,(scene OR object-X OR object-X),(creek-s OR waterfall-X OR desert-X),6.5
327,(scene OR scene OR scene),(waiting room-s OR orchard-s OR office building-s),5.1
328,(object-X OR object-X OR object-X),(pool table-X OR table tennis-X OR ring-X),5.4
329,(object-X OR scene OR object-X),(apparel-X OR dolmen-s OR shirt-X),3.8
330,((scene AND object-X) OR object-X),((conference room-s AND table-X) OR computer-X),3.6
331,(scene OR scene OR scene),(forest-broadleaf-s OR elevator-interior-s OR elevator-door-s),4.3
332,(object-X OR scene OR scene),(pool table-X OR ocean-s OR desert-vegetation-s),4.2
333,(scene OR scene OR scene),(gazebo-exterior-s OR bowling alley-s OR theater-indoor procenium-s),4.2
334,((object-X OR object-X) CLOSE TO color),((water-X OR rock-X) CLOSE TO green-c),4.4
335,(scene OR object-X OR object-X),(pasture-s OR horse-X OR animal-X),4.6
336,(object-X OR object-X OR object-X),(water-X OR pool table-X OR river-X),5.4
337,(scene OR object-X OR scene),(art gallery-s OR blackboard-X OR art school-s),4.4
338,(object-X OR object-X OR scene),(ice rink-X OR court-X OR sandbox-s),3.7
339,(scene OR object-X OR object-X),(jacuzzi-indoor-s OR swimming pool-X OR hot tub-X),4.0
340,((object-X OR object-X) CLOSE TO object),((sea-X OR lighthouse-X) CLOSE TO sky),6.8
341,((part-X CLOSE color-X) OR scene),((crosswalk-X CLOSE grey-c-X) OR excavation-s),4.7
342,(object-X CLOSE TO object & object),(tree-X CLOSE TO grass & sky),5.0
343,(object-X OR scene OR object-X),(counter-X OR witness stand-s OR bar-X),5.2
344,(object-X OR scene OR scene),(autobus-X OR subway station-corridor-s OR escalator-indoor-s),3.9
345,(object-X OR scene OR scene),(case-X OR pantry-s OR fastfood restaurant-s),4.4
346,((object-X CLOSE color-X) OR object-X),((sea-X CLOSE green-c-X) OR palm-X),3.8
347,((object-X OR object-X) CLOSE TO color),((mountain-X OR hill-X) CLOSE TO green-c),4.0
348,((object OR scene) CLOSE TO object-X),((bed OR window seat-s) CLOSE TO windowpane-X),3.8
349,(scene OR scene OR object-X),(shoe shop-s OR closet-s OR aqueduct-X),4.3
350,((scene CLOSE object) OR object-X),((bathroom-s CLOSE sink) OR screen door-X),5.7
351,(scene OR scene OR object-X),(desert-sand-s OR lighthouse-s OR vineyard-X),3.7
352,((scene OR scene) CLOSE object-X),((airport terminal-s OR parking garage-indoor-s) CLOSE ceiling-X),3.9
353,(scene OR object-X OR object),(closet-s OR cradle-X OR apparel),4.9
354,((object-X WITH object-X) CLOSE TO object),((tree-X WITH sidewalk-X) CLOSE TO building),4.4
355,(scene OR scene OR scene),(classroom-s OR kindergarden classroom-s OR lecture room-s),4.3
356,(object-X OR scene OR scene),(rock-X OR zen garden-s OR topiary garden-s),4.1
357,((scene OR scene) CLOSE object-X),((reception-s OR lobby-s) CLOSE ceiling-X),4.7
358,(object-X OR object-X OR object-X),(pool table-X OR cradle-X OR playground-X),4.3
359,(scene OR scene OR object),(golf course-s OR fairway-s OR pool table),5.0
360,((part-X CLOSE object-X) OR scene),((crosswalk-X CLOSE building-X) OR cathedral-indoor-s),4.5
361,(scene OR scene OR scene),(auditorium-s OR archive-s OR bank vault-s),3.8
362,((scene AND object-X) OR scene),((mountain snowy-s AND sky-X) OR bowling alley-s),4.4
363,(scene OR scene OR object-X),(wheat field-s OR corn field-s OR sand-X),3.8
364,((scene AND object-X) OR scene),((conference room-s AND table-X) OR greenhouse-indoor-s),4.5
365,(object OR object-X OR scene),(person OR ice rink-X OR volleyball court-outdoor-s),4.4
366,(scene OR object-X OR scene),(airport terminal-s OR signboard-X OR supermarket-s),4.4
367,(scene CLOSE TO object & object-X),(corridor-s CLOSE TO floor & ceiling-X),4.1
368,((object-X CLOSE object-X) OR object-X),((windmill-X CLOSE sky-X) OR fan-X),4.4
369,((scene CLOSE object) OR object),((nursery-s CLOSE cradle) OR railing),4.4
370,(scene OR scene OR scene),(ball pit-s OR playroom-s OR sandbox-s),2.9
371,((scene CLOSE object-X) OR scene),((kitchen-s CLOSE stove-X) OR closet-s),5.4
372,(object-X OR object-X OR scene),(rubbish-X OR rubble-X OR junkyard-s),3.9
373,((color AND object-X) OR scene),((yellow-c AND wall-X) OR corridor-s),4.8
374,(scene OR object-X OR scene),(ice skating rink-indoor-s OR sink-X OR ice cream parlor-s),4.6
375,(object-X OR part-X OR scene),(case-X OR shop window-X OR butchers shop-s),3.5
376,(scene OR scene OR object-X),(subway interior-s OR airplane cabin-s OR washer-X),4.4
377,(scene OR scene OR object),(elevator-door-s OR archive-s OR pool table),3.6
378,(object-X OR object-X OR scene),(bridge-X OR aqueduct-X OR viaduct-s),4.8
379,(scene OR scene OR object-X),(gymnasium-indoor-s OR music studio-s OR swivel chair-X),4.2
380,(object-X OR scene OR object-X),(tent-X OR cubicle-office-s OR washer-X),4.9
381,((object CLOSE TO color-X) OR object),((house CLOSE TO blue-c-X) OR pool table),4.5
382,(object-X CLOSE (object OR object-X)),(bed-X CLOSE (curtain OR canopy-X)),5.5
383,(scene OR object-X OR object-X),(garage-indoor-s OR washer-X OR bicycle-X),4.6
384,(scene OR object-X OR object-X),(closet-s OR apparel-X OR jersey-X),5.2
385,(object-X OR object-X OR object-X),(autobus-X OR railroad train-X OR truck-X),3.4
386,(object-X OR object-X OR scene),(hovel-X OR shanties-X OR medina-s),4.0
387,(scene OR scene OR scene),(sauna-s OR barn-s OR fence-s),4.2
388,(object-X CLOSE (object OR scene)),(table-X CLOSE (chair OR cafeteria-s)),7.0
389,((scene OR scene) CLOSE object-X),((castle-s OR lighthouse-s) CLOSE sky-X),5.0
390,((scene OR object-X) CLOSE object-X),((amusement park-s OR dome-X) CLOSE sky-X),4.5
391,(scene OR scene OR scene),(art gallery-s OR gymnasium-indoor-s OR clothing store-s),4.4
392,(scene OR object-X OR scene),(shoe shop-s OR animal-X OR hayfield-s),4.0
393,((color AND object-X) CLOSE color-X),((white-c AND windowpane-X) CLOSE white-c-X),4.0
394,((scene AND object-X) OR object-X),((attic-s AND wall-X) OR tent-X),5.8
395,(scene OR scene OR scene),(cockpit-s OR bus interior-s OR cubicle-office-s),3.5
396,(scene OR scene OR scene),(closet-s OR shoe shop-s OR clothing store-s),4.2
397,(object CLOSE TO object & color),(windowpane CLOSE TO wall & white-c),5.4
398,(scene OR object-X OR scene),(elevator shaft-s OR escalator-X OR fire escape-s),3.4
399,(object-X OR scene OR scene),(flower-X OR jacuzzi-indoor-s OR florist shop-outdoor-s),5.7
400,(scene CLOSE TO object & object),(living room-s CLOSE TO sofa & windowpane),6.9
401,((object CLOSE TO object) AND scene),((building CLOSE TO road) AND street-s),4.6
402,((object-X CLOSE TO object) AND scene),((road-X CLOSE TO building) AND street-s),4.9
403,(scene OR object-X OR scene),(desert-sand-s OR tent-X OR oasis-s),3.7
404,(object OR object-X OR object),(house OR shanties-X OR hovel),4.1
405,(scene OR scene OR scene),(gas station-s OR boxing ring-s OR wrestling ring-indoor-s),4.1
406,(scene OR object-X OR object-X),(excavation-s OR embankment-X OR trench-X),4.1
407,((object-X OR scene) CLOSE object-X),((toilet-X OR shower-s) CLOSE wall-X),4.1
408,((scene OR scene) CLOSE object-X),((corridor-s OR hallway-s) CLOSE ceiling-X),4.5
409,((scene OR scene) CLOSE object),((art gallery-s OR ballroom-s) CLOSE floor),5.1
410,(scene OR scene OR scene),(mountain snowy-s OR ski resort-s OR forest-needleleaf-s),4.6
411,(object-X CLOSE TO color & object-X),(bed-X CLOSE TO white-c & wall-X),5.0
412,(object-X OR object-X OR scene),(pool table-X OR machine-X OR bank vault-s),4.9
413,(scene OR object-X OR object),(mosque-outdoor-s OR tennis court-X OR court),4.7
414,(scene OR scene OR object-X),(auditorium-s OR movie theater-indoor-s OR computer-X),4.2
415,(scene OR scene OR object),(pagoda-s OR parking garage-outdoor-s OR autobus),4.0
416,((object-X OR object-X) CLOSE TO object-X),((sand-X OR palm-X) CLOSE TO sky-X),4.6
417,(object-X OR scene OR scene),(case-X OR classroom-s OR food court-s),4.0
418,(object-X OR object-X OR object),(sofa-X OR cushion-X OR cradle),7.5
419,((object-X AND NOT part-X) CLOSE object-X),((toilet-X AND NOT water tank-X) CLOSE wall-X),5.9
420,((scene AND object-X) CLOSE TO object),((kitchen-s AND wall-X) CLOSE TO cabinet),6.3
421,((object-X OR scene) WITH color-X),((seat-X OR cockpit-s) WITH black-c-X),5.2
422,(object-X OR object-X OR scene),(path-X OR dirt track-X OR crevasse-s),4.6
423,(object-X OR scene OR scene),(runway-X OR landing deck-s OR moon bounce-s),3.8
424,(scene OR object-X OR object-X),(windmill-s OR sculpture-X OR horse-X),3.0
425,(object-X OR scene OR object-X),(cradle-X OR cubicle-office-s OR computer-X),4.8
426,(scene OR scene OR scene),(bakery-shop-s OR bullring-s OR throne room-s),4.1
427,(object-X OR object-X OR scene),(aircraft carrier-X OR helicopter-X OR rope bridge-s),4.1
428,(scene CLOSE TO object & color),(highway-s CLOSE TO road & blue-c),3.6
429,((object-X CLOSE TO object) OR object-X),((bed-X CLOSE TO wall) OR tent-X),4.3
430,(scene OR scene OR scene),(playroom-s OR kindergarden classroom-s OR day care center-s),5.1
431,(object-X OR scene OR object-X),(signboard-X OR operating room-s OR computer-X),4.8
432,((scene OR scene) CLOSE object),((attic-s OR covered bridge-interior-s) CLOSE ceiling),4.4
433,(object-X OR scene OR scene),(case-X OR restaurant patio-s OR casino-indoor-s),4.5
434,(object-X OR object-X OR object),(runway-X OR plane-X OR washer),4.6
435,(scene OR object-X OR scene),(childs room-s OR flower-X OR formal garden-s),4.7
436,(object-X OR scene OR scene),(pool table-X OR beauty salon-s OR television studio-s),4.7
437,(scene OR object-X OR scene),(cockpit-s OR plane-X OR airplane cabin-s),4.7
438,(scene OR scene OR scene),(home theater-s OR movie theater-indoor-s OR elevator shaft-s),4.0
439,(part-X OR scene OR scene),(shop window-X OR bakery-shop-s OR bank vault-s),3.9
440,(object CLOSE TO (object OR part-X)),(sky CLOSE TO (road OR clouds-X)),3.5
441,(scene OR scene OR scene),(warehouse-indoor-s OR auto factory-s OR hangar-indoor-s),4.2
442,(object-X CLOSE TO (object-X AND NOT object-X)),(bed-X CLOSE TO (wall-X AND NOT bed-X)),5.5
443,((object-X OR object-X) CLOSE TO scene),((chair-X OR table-X) CLOSE TO dining room-s),4.6
444,(object AND NOT (scene OR scene)),(car AND NOT (auto factory-s OR junkyard-s)),5.8
445,(object-X OR object OR object),(pool table-X OR arcade machine OR slot machine),5.4
446,((object-X CLOSE TO object) OR part-X),((car-X CLOSE TO building) OR shop window-X),6.3
447,((object WITH object-X) OR scene),((car WITH building-X) OR harbor-s),4.7
448,(object-X CLOSE TO (object OR scene)),(tree-X CLOSE TO (car OR park-s)),4.0
449,(scene OR object-X OR scene),(youth hostel-s OR bridge-X OR canal-urban-s),4.8
450,(scene OR object-X OR scene),(windmill-s OR helicopter-X OR volleyball court-outdoor-s),3.9
451,((object AND color-X) OR scene),((tree AND brown-c-X) OR ski resort-s),4.3
452,(scene OR object-X OR object-X),(crevasse-s OR ice-X OR iceberg-X),4.2
453,((object OR object) AND NOT object),((car OR van) AND NOT road),6.1
454,(scene OR scene OR scene),(forest-needleleaf-s OR forest path-s OR throne room-s),3.9
455,((object-X AND scene) OR scene),((car-X AND street-s) OR pagoda-s),5.1
456,((object-X OR object) CLOSE object-X),((stove-X OR work surface) CLOSE wall-X),6.8
457,(scene OR scene OR object-X),(cloister-indoor-s OR desert-sand-s OR water tower-X),4.0
458,((object-X OR object-X) CLOSE TO object-X),((sea-X OR bridge-X) CLOSE TO sky-X),3.8
459,(object-X OR object-X OR scene),(bridge-X OR aqueduct-X OR desert-sand-s),4.3
460,(scene OR scene OR scene),(sandbox-s OR campsite-s OR archaelogical excavation-s),4.1
461,(scene OR object-X OR object-X),(pantry-s OR greenhouse-X OR tent-X),3.9
462,(object-X OR object-X OR scene),(snow-X OR ice-X OR ski resort-s),4.7
463,(object-X CLOSE TO (object-X OR object)),(grass-X CLOSE TO (road-X OR sidewalk)),5.1
464,((part-X CLOSE object-X) OR object),((crosswalk-X CLOSE road-X) OR aircraft carrier),5.9
465,((object-X OR object-X) CLOSE object-X),((toilet-X OR canopy-X) CLOSE wall-X),6.0
466,((object CLOSE TO object-X) OR scene),((building CLOSE TO person-X) OR rope bridge-s),3.8
467,(object-X OR scene OR scene),(swimming pool-X OR jacuzzi-indoor-s OR jacuzzi-outdoor-s),5.6
468,(scene OR scene OR object-X),(rope bridge-s OR volleyball court-outdoor-s OR net-X),5.0
469,(scene OR object-X OR scene),(bowling alley-s OR court-X OR bleachers-indoor-s),4.5
470,(object OR scene OR scene),(pool table OR auto mechanics-indoor-s OR television studio-s),3.6
471,(scene OR scene OR scene),(parking garage-indoor-s OR covered bridge-interior-s OR elevator shaft-s),4.1
472,((object OR object-X) CLOSE TO color),((person OR ice-X) CLOSE TO white-c),3.7
473,(object-X CLOSE (object-X AND NOT object)),(cradle-X CLOSE (wall-X AND NOT cradle)),4.7
474,(object-X OR scene OR part-X),(cradle-X OR locker room-s OR drawer-X),4.5
475,(scene OR scene OR object-X),(hoodoo-s OR cloister-indoor-s OR acropolis-X),4.3
476,(object-X CLOSE (object-X OR object-X)),(desk-X CLOSE (computer-X OR swivel chair-X)),5.8
477,((object-X OR object-X) CLOSE object-X),((skyscraper-X OR fountain-X) CLOSE building-X),6.9
478,(scene OR scene OR scene),(bus interior-s OR cockpit-s OR airplane cabin-s),4.4
479,(scene OR scene OR object),(airplane cabin-s OR bus interior-s OR sofa),4.6
480,((object-X OR object-X) CLOSE object-X),((mountain-X OR snow-X) CLOSE building-X),4.3
481,((object AND color-X) CLOSE object-X),((windowpane AND green-c-X) CLOSE windowpane-X),4.3
482,(object-X OR scene OR scene),(swivel chair-X OR bullring-s OR auditorium-s),4.3
483,((object OR object) WITH color-X),((water OR river) WITH black-c-X),6.7
484,(scene CLOSE TO object & object),(living room-s CLOSE TO sofa & windowpane),5.4
485,((scene CLOSE object) AND object-X),((street-s CLOSE sidewalk) AND building-X),5.0
486,(scene OR scene OR object-X),(jacuzzi-indoor-s OR art gallery-s OR pool table-X),4.4
487,(object-X OR scene OR scene),(grandstand-X OR theater-indoor procenium-s OR auditorium-s),3.7
488,(object-X OR object-X OR object-X),(tent-X OR canopy-X OR bandstand-X),4.0
489,(scene OR object-X OR object-X),(bakery-shop-s OR fruit-X OR bottle-X),4.9
490,(object-X OR object-X OR object-X),(pool table-X OR table tennis-X OR table football-X),5.9
491,(object-X OR object OR scene),(autobus-X OR truck OR manufactured home-s),4.2
492,(scene OR scene OR scene),(cloister-indoor-s OR cavern-indoor-s OR covered bridge-interior-s),3.3
493,(object-X OR scene OR scene),(animal-X OR dolmen-s OR natural history museum-s),3.8
494,(scene OR object-X OR object-X),(gymnasium-indoor-s OR toilet-X OR washer-X),3.9
495,(scene OR object OR object-X),(closet-s OR greenhouse OR cradle-X),4.4
496,(scene OR scene OR scene),(auditorium-s OR theater-indoor procenium-s OR conference center-s),4.9
497,(scene OR scene OR scene),(cockpit-s OR bus interior-s OR airplane cabin-s),4.4
498,((scene OR scene) CLOSE object),((corridor-s OR warehouse-indoor-s) CLOSE floor),5.1
499,(object-X OR object OR part),(cushion-X OR sofa OR inside arm),6.4
500,(scene OR object-X OR scene),(cemetery-s OR chimney-X OR ruin-s),4.4
501,(object-X OR object-X OR object-X),(washer-X OR water tower-X OR windmill-X),4.7
502,(object-X OR object OR object-X),(book-X OR bookcase OR shirt-X),4.5
503,((object-X OR object) CLOSE object-X),((stove-X OR work surface) CLOSE wall-X),5.6
504,(object-X OR object-X OR object-X),(rock-X OR waterfall-X OR rubbish-X),3.8
505,(scene OR object-X OR scene),(bullring-s OR hot tub-X OR sandbox-s),4.4
506,(scene OR scene OR scene),(bow window-outdoor-s OR gazebo-exterior-s OR shopfront-s),3.8
507,((object AND color-X) WITH object-X),((building AND brown-c-X) WITH tree-X),4.4
508,(object-X OR object OR object),(computer-X OR television OR stove),6.5
509,(scene OR scene OR object-X),(medina-s OR slum-s OR rubbish-X),3.6
510,(object-X OR scene OR object-X),(dam-X OR waterfall-block-s OR greenhouse-X),4.1
511,(object CLOSE TO object & object-X),(building CLOSE TO tree & road-X),5.1
